Longitude_city1,Latitude_City1,Longitude_City2,Latitude_City2,City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
138.59863,-34.92866,133.8807,-23.698,ADELAIDE,ALICE SPRINGS,Jan-84,15743,143,81.8,1316,20717788,25327369,19246,1984,1
138.59863,-34.92866,153.02107,-27.47013,ADELAIDE,BRISBANE,Jan-84,3781,32,89.8,1622,6132782,6829379,4210,1984,1
138.59863,-34.92866,149.12899,-35.282,ADELAIDE,CANBERRA,Jan-84,1339,12,94.7,972,1301508,1374348,1414,1984,1
138.59863,-34.92866,130.84178,-12.46283,ADELAIDE,DARWIN,Jan-84,3050,33,66.8,2619,7987950,11958009,4566,1984,1
138.59863,-34.92866,153.39999,-28.01667,ADELAIDE,GOLD COAST,Jan-84,1596,16,88.5,1607,2564772,2898047,1803,1984,1
138.59863,-34.92866,149.18681,-21.14434,ADELAIDE,MELBOURNE,Jan-84,50817,711,66.3,643,32675331,49284059,76647,1984,1
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,PERTH,Jan-84,18670,144,85.1,2120,39580400,46510458,21939,1984,1
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,SYDNEY,Jan-84,37401,358,80.8,1167,43646967,54018524,46288,1984,1
146.91647,-36.08078,148.0482,-22.0018,ALBURY,SYDNEY,Jan-84,11478,296,79.8,452,5188056,6501323,14383,1984,1
133.8807,-23.698,130.84178,-12.46283,ALICE SPRINGS,DARWIN,Jan-84,9035,89,71.2,1305,11790675,16559937,12690,1984,1
133.8807,-23.698,148.0482,-22.0018,ALICE SPRINGS,SYDNEY,Jan-84,2896,31,75.8,2022,5855712,7725214,3821,1984,1
153.02107,-27.47013,122.2359,-17.9614,BRISBANE,CAIRNS,Jan-84,1397,31,71.9,1391,1943227,2702680,1943,1984,1
153.02107,-27.47013,149.12899,-35.282,BRISBANE,CANBERRA,Jan-84,593,8,72.7,956,566908,779791,816,1984,1
153.02107,-27.47013,130.84178,-12.46283,BRISBANE,DARWIN,Jan-84,2627,22,80.7,2852,7492204,9284020,3255,1984,1
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MACKAY,Jan-84,192,15,48.2,797,153024,317477,398,1984,1
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MELBOURNE,Jan-84,31791,324,84.4,1381,43903371,52018212,37667,1984,1
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PERTH,Jan-84,566,4,88.2,3615,2046090,2319830,642,1984,1
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PROSERPINE,Jan-84,7432,92,76.1,895,6651640,8740657,9766,1984,1
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,ROCKHAMPTON,Jan-84,21633,287,77.2,518,11205894,14515407,28022,1984,1
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,SYDNEY,Jan-84,95027,990,73.7,753,71555331,97090001,128938,1984,1
153.02107,-27.47013,150.92905,-31.09048,BRISBANE,TOWNSVILLE,Jan-84,35580,376,82,1112,39564960,48249951,43390,1984,1
122.2359,-17.9614,148.0482,-22.0018,BROOME,PERTH,Jan-84,573,12,72.5,1677,960921,1325408,790,1984,1
149.12899,-35.282,149.18681,-21.14434,CANBERRA,MELBOURNE,Jan-84,21763,323,60.5,470,10228610,16906793,35972,1984,1
149.12899,-35.282,148.0482,-22.0018,CANBERRA,SYDNEY,Jan-84,32529,562,56.4,236,7676844,13611426,57676,1984,1
153.11414,-30.29628,148.0482,-22.0018,COFFS HARBOUR,SYDNEY,Jan-84,6731,166,79.8,443,2981833,3736633,8435,1984,1
130.84178,-12.46283,148.0482,-22.0018,DARWIN,SYDNEY,Jan-84,779,9,56.4,3155,2457745,4357704,1381,1984,1
146.34639,-41.18056,149.18681,-21.14434,DEVONPORT,MELBOURNE,Jan-84,13300,380,72.5,412,5479600,7558069,18345,1984,1
148.60111,-32.25694,148.0482,-22.0018,DUBBO,SYDNEY,Jan-84,4708,136,64.1,310,1459480,2276880,7345,1984,1
153.39999,-28.01667,148.0482,-22.0018,GOLD COAST,SYDNEY,Jan-84,42814,454,81.9,680,29113520,35547643,52276,1984,1
147.32499,-42.88055,149.18681,-21.14434,HOBART,MELBOURNE,Jan-84,35293,440,76.1,618,21811074,28661070,46377,1984,1
121.46584,-30.74889,148.0482,-22.0018,KALGOORLIE,PERTH,Jan-84,3551,110,51.4,538,1910438,3716805,6909,1984,1
116.846,-20.736,148.0482,-22.0018,KARRATHA,PERTH,Jan-84,7609,148,75.5,1250,9511250,12597682,10078,1984,1
147.15714,-41.42983,149.18681,-21.14434,LAUNCESTON,MELBOURNE,Jan-84,44088,647,74.6,476,20985888,28131217,59099,1984,1
149.18681,-21.14434,122.2359,-17.9614,MELBOURNE,BURNIE,Jan-84,9564,342,64.7,378,3615192,5587623,14782,1984,1
149.18681,-21.14434,153.39999,-28.01667,MELBOURNE,GOLD COAST,Jan-84,20182,159,84.9,1330,26842060,31616090,23771,1984,1
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,MILDURA,Jan-84,1898,126,42.3,457,867386,2050558,4487,1984,1
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,NEWCASTLE,Jan-84,577,16,37.2,836,482372,1296699,1551,1984,1
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,PERTH,Jan-84,33753,295,82.7,2706,91335618,110442102,40814,1984,1
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,SYDNEY,Jan-84,132682,1368,66.5,706,93673492,140862394,199522,1984,1
148.0482,-22.0018,148.0482,-22.0018,PERTH,SYDNEY,Jan-84,22569,163,85,3284,74116596,87195995,26552,1984,1
148.0482,-22.0018,148.0482,-22.0018,SUNSHINE COAST,SYDNEY,Jan-84,4818,144,65.3,837,4032666,6175599,7378,1984,1
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,TOWNSVILLE,Jan-84,4262,50,88.4,1690,7202780,8147941,4821,1984,1
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,WAGGA WAGGA,Jan-84,3843,139,56.5,367,1410381,2496250,6802,1984,1
138.59863,-34.92866,133.8807,-23.698,ADELAIDE,ALICE SPRINGS,Feb-84,9863,91,78.4,1316,12979708,16555750,12580,1984,2
138.59863,-34.92866,153.02107,-27.47013,ADELAIDE,BRISBANE,Feb-84,2302,31,64.2,1622,3733844,5815956,3586,1984,2
138.59863,-34.92866,149.12899,-35.282,ADELAIDE,CANBERRA,Feb-84,1018,12,73.7,972,989496,1342600,1381,1984,2
138.59863,-34.92866,130.84178,-12.46283,ADELAIDE,DARWIN,Feb-84,671,8,58.2,2619,1757349,3019500,1153,1984,2
138.59863,-34.92866,153.39999,-28.01667,ADELAIDE,GOLD COAST,Feb-84,825,12,66.7,1607,1325775,1987669,1237,1984,2
138.59863,-34.92866,149.18681,-21.14434,ADELAIDE,MELBOURNE,Feb-84,50605,598,68.7,643,32539015,47363923,73661,1984,2
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,PERTH,Feb-84,14556,121,81.5,2120,30858720,37863460,17860,1984,2
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,SYDNEY,Feb-84,29680,298,76.7,1167,34636560,45158488,38696,1984,2
146.91647,-36.08078,148.0482,-22.0018,ALBURY,SYDNEY,Feb-84,9590,276,68.2,452,4334680,6355836,14062,1984,2
133.8807,-23.698,130.84178,-12.46283,ALICE SPRINGS,DARWIN,Feb-84,6407,66,67.4,1305,8361135,12405245,9506,1984,2
133.8807,-23.698,148.0482,-22.0018,ALICE SPRINGS,SYDNEY,Feb-84,2136,26,67.9,2022,4318992,6360813,3146,1984,2
153.02107,-27.47013,122.2359,-17.9614,BRISBANE,CAIRNS,Feb-84,106,19,54.6,1391,147446,270048,194,1984,2
153.02107,-27.47013,149.12899,-35.282,BRISBANE,CANBERRA,Feb-84,79,2,38.7,956,75524,195152,204,1984,2
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MACKAY,Feb-84,0,1,0,797,0,0,0,1984,2
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MELBOURNE,Feb-84,18053,222,71.3,1381,24931193,34966610,25320,1984,2
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PERTH,Feb-84,332,4,57.6,3615,1200180,2083646,576,1984,2
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PROSERPINE,Feb-84,3864,66,59.7,895,3458280,5792764,6472,1984,2
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,ROCKHAMPTON,Feb-84,17876,256,72.8,518,9259768,12719462,24555,1984,2
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,SYDNEY,Feb-84,84001,871,70.1,753,63252753,90232173,119830,1984,2
153.02107,-27.47013,150.92905,-31.09048,BRISBANE,TOWNSVILLE,Feb-84,26167,326,77.4,1112,29097704,37593933,33807,1984,2
122.2359,-17.9614,148.0482,-22.0018,BROOME,PERTH,Feb-84,814,17,69.3,1677,1365078,1969810,1175,1984,2
149.12899,-35.282,149.18681,-21.14434,CANBERRA,MELBOURNE,Feb-84,27564,334,66.9,470,12955080,19364843,41202,1984,2
149.12899,-35.282,148.0482,-22.0018,CANBERRA,SYDNEY,Feb-84,39283,583,61.5,236,9270788,15074452,63875,1984,2
153.11414,-30.29628,148.0482,-22.0018,COFFS HARBOUR,SYDNEY,Feb-84,5139,143,69.1,443,2276577,3294612,7437,1984,2
146.34639,-41.18056,149.18681,-21.14434,DEVONPORT,MELBOURNE,Feb-84,5907,233,52,412,2433684,4680162,11360,1984,2
148.60111,-32.25694,148.0482,-22.0018,DUBBO,SYDNEY,Feb-84,4622,129,65.3,310,1432820,2194211,7078,1984,2
153.39999,-28.01667,148.0482,-22.0018,GOLD COAST,SYDNEY,Feb-84,28076,351,72.5,680,19091680,26333352,38726,1984,2
147.32499,-42.88055,149.18681,-21.14434,HOBART,MELBOURNE,Feb-84,22441,321,72.7,618,13868538,19076393,30868,1984,2
121.46584,-30.74889,148.0482,-22.0018,KALGOORLIE,PERTH,Feb-84,4559,112,65.1,538,2452742,3767653,7003,1984,2
116.846,-20.736,148.0482,-22.0018,KARRATHA,PERTH,Feb-84,6786,127,78.7,1250,8482500,10778272,8623,1984,2
147.15714,-41.42983,149.18681,-21.14434,LAUNCESTON,MELBOURNE,Feb-84,26872,533,72.3,476,12791072,17691663,37167,1984,2
149.18681,-21.14434,122.2359,-17.9614,MELBOURNE,BURNIE,Feb-84,5925,248,55.6,378,2239650,4028147,10656,1984,2
149.18681,-21.14434,153.39999,-28.01667,MELBOURNE,GOLD COAST,Feb-84,4281,46,78.8,1330,5693730,7225546,5433,1984,2
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,MILDURA,Feb-84,2452,131,52.6,457,1120564,2130350,4662,1984,2
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,NEWCASTLE,Feb-84,301,12,25.9,836,251636,971568,1162,1984,2
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,PERTH,Feb-84,21775,249,77.4,2706,58923150,76128101,28133,1984,2
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,SYDNEY,Feb-84,153549,1311,73.2,706,108405594,148095074,209766,1984,2
148.0482,-22.0018,148.0482,-22.0018,PERTH,SYDNEY,Feb-84,13431,114,78.1,3284,44107404,56475549,17197,1984,2
148.0482,-22.0018,148.0482,-22.0018,SUNSHINE COAST,SYDNEY,Feb-84,2780,98,54.9,837,2326860,4238361,5064,1984,2
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,TOWNSVILLE,Feb-84,1306,17,72.2,1690,2207140,3056981,1809,1984,2
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,WAGGA WAGGA,Feb-84,4295,149,56,367,1576265,2814759,7670,1984,2
138.59863,-34.92866,133.8807,-23.698,ADELAIDE,ALICE SPRINGS,Mar-84,11142,118,71.4,1316,14662872,20536235,15605,1984,3
138.59863,-34.92866,153.02107,-27.47013,ADELAIDE,BRISBANE,Mar-84,2731,38,62.3,1622,4429682,7110244,4384,1984,3
138.59863,-34.92866,149.12899,-35.282,ADELAIDE,CANBERRA,Mar-84,1218,13,86.3,972,1183896,1371838,1411,1984,3
138.59863,-34.92866,130.84178,-12.46283,ADELAIDE,DARWIN,Mar-84,1284,19,53.5,2619,3362796,6285600,2400,1984,3
138.59863,-34.92866,153.39999,-28.01667,ADELAIDE,GOLD COAST,Mar-84,1141,19,55.2,1607,1833587,3321716,2067,1984,3
138.59863,-34.92866,149.18681,-21.14434,ADELAIDE,MELBOURNE,Mar-84,56871,677,70.2,643,36568053,52091244,81013,1984,3
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,PERTH,Mar-84,15013,129,80.1,2120,31827560,39734782,18743,1984,3
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,SYDNEY,Mar-84,35481,368,75.2,1167,41406327,55061605,47182,1984,3
146.91647,-36.08078,148.0482,-22.0018,ALBURY,SYDNEY,Mar-84,10462,294,70.5,452,4728824,6707552,14840,1984,3
133.8807,-23.698,130.84178,-12.46283,ALICE SPRINGS,DARWIN,Mar-84,6842,71,67.5,1305,8928810,13227867,10136,1984,3
133.8807,-23.698,148.0482,-22.0018,ALICE SPRINGS,SYDNEY,Mar-84,2116,29,64.1,2022,4278552,6674808,3301,1984,3
153.02107,-27.47013,122.2359,-17.9614,BRISBANE,CAIRNS,Mar-84,498,32,48.9,1391,692718,1416601,1018,1984,3
153.02107,-27.47013,149.12899,-35.282,BRISBANE,CANBERRA,Mar-84,623,10,52.9,956,595588,1125875,1178,1984,3
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MACKAY,Mar-84,280,6,48.8,797,223160,457295,574,1984,3
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MELBOURNE,Mar-84,21798,281,69.6,1381,30103038,43251491,31319,1984,3
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PERTH,Mar-84,467,5,64.9,3615,1688205,2601240,720,1984,3
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PROSERPINE,Mar-84,5248,73,71.5,895,4696960,6569175,7340,1984,3
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,ROCKHAMPTON,Mar-84,21016,278,77.9,518,10886288,13974696,26978,1984,3
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,SYDNEY,Mar-84,92267,943,71.1,753,69477051,97717371,129771,1984,3
153.02107,-27.47013,150.92905,-31.09048,BRISBANE,TOWNSVILLE,Mar-84,30817,367,80.2,1112,34268504,42728808,38425,1984,3
122.2359,-17.9614,148.0482,-22.0018,BROOME,PERTH,Mar-84,311,7,67.3,1677,521547,774958,462,1984,3
122.2359,-17.9614,148.0482,-22.0018,CAIRNS,SYDNEY,Mar-84,77,1,75.5,1971,151767,201016,102,1984,3
149.12899,-35.282,149.18681,-21.14434,CANBERRA,MELBOURNE,Mar-84,31024,390,64,470,14581280,22783250,48475,1984,3
149.12899,-35.282,148.0482,-22.0018,CANBERRA,SYDNEY,Mar-84,45423,650,63.8,236,10719828,16802238,71196,1984,3
153.11414,-30.29628,148.0482,-22.0018,COFFS HARBOUR,SYDNEY,Mar-84,5022,133,73,443,2224746,3047597,6879,1984,3
146.34639,-41.18056,149.18681,-21.14434,DEVONPORT,MELBOURNE,Mar-84,6190,242,52.4,412,2550280,4866947,11813,1984,3
148.60111,-32.25694,148.0482,-22.0018,DUBBO,SYDNEY,Mar-84,4574,124,67.4,310,1417940,2103769,6786,1984,3
153.39999,-28.01667,148.0482,-22.0018,GOLD COAST,SYDNEY,Mar-84,29516,369,72.5,680,20070880,27683972,40712,1984,3
147.32499,-42.88055,149.18681,-21.14434,HOBART,MELBOURNE,Mar-84,23966,379,66.1,618,14810988,22406941,36257,1984,3
121.46584,-30.74889,148.0482,-22.0018,KALGOORLIE,PERTH,Mar-84,6037,232,59,538,3247906,5504925,10232,1984,3
116.846,-20.736,148.0482,-22.0018,KARRATHA,PERTH,Mar-84,8047,153,78,1250,10058750,12895833,10317,1984,3
147.15714,-41.42983,149.18681,-21.14434,LAUNCESTON,MELBOURNE,Mar-84,34447,581,72.7,476,16396772,22554019,47382,1984,3
149.18681,-21.14434,122.2359,-17.9614,MELBOURNE,BURNIE,Mar-84,5952,266,52.3,378,2249856,4301828,11380,1984,3
149.18681,-21.14434,153.39999,-28.01667,MELBOURNE,GOLD COAST,Mar-84,5894,68,71.7,1330,7839020,10933082,8220,1984,3
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,MILDURA,Mar-84,3309,253,45.6,457,1512213,3316257,7257,1984,3
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,NEWCASTLE,Mar-84,81,2,44,836,67716,153900,184,1984,3
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,PERTH,Mar-84,23104,265,77.8,2706,62519424,80359157,29697,1984,3
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,SYDNEY,Mar-84,166780,1461,72.3,706,117746680,162858479,230678,1984,3
148.0482,-22.0018,148.0482,-22.0018,PERTH,SYDNEY,Mar-84,13765,122,76.4,3284,45204260,59167880,18017,1984,3
148.0482,-22.0018,148.0482,-22.0018,SUNSHINE COAST,SYDNEY,Mar-84,3178,98,63.2,837,2659986,4208839,5028,1984,3
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,TOWNSVILLE,Mar-84,1041,13,81.6,1690,1759290,2155993,1276,1984,3
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,WAGGA WAGGA,Mar-84,4732,148,61.5,367,1736644,2823811,7694,1984,3
138.59863,-34.92866,133.8807,-23.698,ADELAIDE,ALICE SPRINGS,Apr-84,12809,123,77.9,1316,16856644,21638824,16443,1984,4
138.59863,-34.92866,153.02107,-27.47013,ADELAIDE,BRISBANE,Apr-84,3198,36,72.8,1622,5187156,7125214,4393,1984,4
138.59863,-34.92866,149.12899,-35.282,ADELAIDE,CANBERRA,Apr-84,1223,14,76.5,972,1188756,1553929,1599,1984,4
138.59863,-34.92866,130.84178,-12.46283,ADELAIDE,DARWIN,Apr-84,1186,16,57.8,2619,3106134,5373934,2052,1984,4
138.59863,-34.92866,153.39999,-28.01667,ADELAIDE,GOLD COAST,Apr-84,833,15,56.7,1607,1338631,2360901,1469,1984,4
138.59863,-34.92866,149.18681,-21.14434,ADELAIDE,MELBOURNE,Apr-84,53639,633,71.7,643,34489877,48103036,74810,1984,4
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,PERTH,Apr-84,15758,134,80.9,2120,33406960,41294141,19478,1984,4
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,SYDNEY,Apr-84,34894,358,76.4,1167,40721298,53300128,45673,1984,4
146.91647,-36.08078,148.0482,-22.0018,ALBURY,SYDNEY,Apr-84,9366,243,77.2,452,4233432,5483720,12132,1984,4
133.8807,-23.698,130.84178,-12.46283,ALICE SPRINGS,DARWIN,Apr-84,7473,73,71.1,1305,9752265,13716266,10511,1984,4
133.8807,-23.698,148.0482,-22.0018,ALICE SPRINGS,SYDNEY,Apr-84,2272,25,77.7,2022,4593984,5912463,2924,1984,4
153.02107,-27.47013,122.2359,-17.9614,BRISBANE,CAIRNS,Apr-84,3757,61,79,1391,5225987,6615173,4756,1984,4
153.02107,-27.47013,149.12899,-35.282,BRISBANE,CANBERRA,Apr-84,396,7,56.3,956,378576,672426,703,1984,4
153.02107,-27.47013,130.84178,-12.46283,BRISBANE,DARWIN,Apr-84,1449,13,77.4,2852,4132548,5339209,1872,1984,4
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MACKAY,Apr-84,1274,22,63.4,797,1015378,1601543,2009,1984,4
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MELBOURNE,Apr-84,27681,292,80.1,1381,38227461,47724670,34558,1984,4
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PERTH,Apr-84,535,5,74.3,3615,1934025,2602995,720,1984,4
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PROSERPINE,Apr-84,7099,81,80.6,895,6353605,7882885,8808,1984,4
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,ROCKHAMPTON,Apr-84,20854,277,77.3,518,10802372,13974608,26978,1984,4
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,SYDNEY,Apr-84,101132,943,74.8,753,76152396,101808016,135203,1984,4
153.02107,-27.47013,150.92905,-31.09048,BRISBANE,TOWNSVILLE,Apr-84,36569,366,87.3,1112,40664728,46580444,41889,1984,4
122.2359,-17.9614,148.0482,-22.0018,BROOME,PERTH,Apr-84,399,10,58.3,1677,669123,1147724,684,1984,4
122.2359,-17.9614,148.0482,-22.0018,CAIRNS,SYDNEY,Apr-84,19,1,18.6,1971,37449,201339,102,1984,4
149.12899,-35.282,149.18681,-21.14434,CANBERRA,MELBOURNE,Apr-84,28168,358,66.3,470,13238960,19968265,42486,1984,4
149.12899,-35.282,148.0482,-22.0018,CANBERRA,SYDNEY,Apr-84,39736,575,63.9,236,9377696,14675581,62185,1984,4
153.11414,-30.29628,148.0482,-22.0018,COFFS HARBOUR,SYDNEY,Apr-84,6204,164,72.9,443,2748372,3770058,8510,1984,4
130.84178,-12.46283,148.0482,-22.0018,DARWIN,SYDNEY,Apr-84,76,1,52.8,3155,239780,454129,144,1984,4
146.34639,-41.18056,149.18681,-21.14434,DEVONPORT,MELBOURNE,Apr-84,7688,292,57.1,412,3167456,5547208,13464,1984,4
148.60111,-32.25694,148.0482,-22.0018,DUBBO,SYDNEY,Apr-84,5122,134,71.5,310,1587820,2220727,7164,1984,4
153.39999,-28.01667,148.0482,-22.0018,GOLD COAST,SYDNEY,Apr-84,36758,426,72.4,680,24995440,34524088,50771,1984,4
147.32499,-42.88055,149.18681,-21.14434,HOBART,MELBOURNE,Apr-84,29858,401,71.8,618,18452244,25699504,41585,1984,4
121.46584,-30.74889,148.0482,-22.0018,KALGOORLIE,PERTH,Apr-84,5079,229,59.4,538,2732502,4600172,8551,1984,4
116.846,-20.736,148.0482,-22.0018,KARRATHA,PERTH,Apr-84,7578,139,80.7,1250,9472500,11737918,9390,1984,4
147.15714,-41.42983,149.18681,-21.14434,LAUNCESTON,MELBOURNE,Apr-84,34177,592,70.9,476,16268252,22945348,48205,1984,4
149.18681,-21.14434,122.2359,-17.9614,MELBOURNE,BURNIE,Apr-84,7334,266,65.5,378,2772252,4232446,11197,1984,4
149.18681,-21.14434,153.39999,-28.01667,MELBOURNE,GOLD COAST,Apr-84,13765,148,73.8,1330,18307450,24806843,18652,1984,4
149.18681,-21.14434,142.13649,-34.20684,MELBOURNE,MILDURA,Apr-84,2405,242,38,457,1099085,2892329,6329,1984,4
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,PERTH,Apr-84,23931,222,79.3,2706,64757286,81661142,30178,1984,4
149.18681,-21.14434,148.0482,-22.0018,MELBOURNE,SYDNEY,Apr-84,153105,1355,73.4,706,108092130,147264482,208590,1984,4
148.0482,-22.0018,148.0482,-22.0018,PERTH,SYDNEY,Apr-84,14839,128,78.4,3284,48731276,62157240,18927,1984,4
148.0482,-22.0018,148.0482,-22.0018,SUNSHINE COAST,SYDNEY,Apr-84,4423,111,68.1,837,3702051,5436198,6495,1984,4
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,TOWNSVILLE,Apr-84,1680,18,95.1,1690,2839200,2985489,1767,1984,4
148.0482,-22.0018,150.92905,-31.09048,SYDNEY,WAGGA WAGGA,Apr-84,5035,143,67.7,367,1847845,2729461,7437,1984,4
138.59863,-34.92866,133.8807,-23.698,ADELAIDE,ALICE SPRINGS,May-84,14490,135,77.2,1316,19068840,24700570,18769,1984,5
138.59863,-34.92866,153.02107,-27.47013,ADELAIDE,BRISBANE,May-84,3378,34,76.6,1622,5479116,7152893,4410,1984,5
138.59863,-34.92866,149.12899,-35.282,ADELAIDE,CANBERRA,May-84,1347,13,86.5,972,1309284,1513623,1557,1984,5
138.59863,-34.92866,130.84178,-12.46283,ADELAIDE,DARWIN,May-84,2790,32,66.6,2619,7307010,10971486,4189,1984,5
138.59863,-34.92866,153.39999,-28.01667,ADELAIDE,GOLD COAST,May-84,1258,14,70,1607,2021606,2888009,1797,1984,5
138.59863,-34.92866,149.18681,-21.14434,ADELAIDE,MELBOURNE,May-84,60701,714,71.6,643,39030743,54512211,84778,1984,5
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,PERTH,May-84,16186,140,79.4,2120,34314320,43217028,20385,1984,5
138.59863,-34.92866,148.0482,-22.0018,ADELAIDE,SYDNEY,May-84,39198,380,79.1,1167,45744066,57830678,49555,1984,5
146.91647,-36.08078,148.0482,-22.0018,ALBURY,SYDNEY,May-84,10110,245,76.9,452,4569720,5942419,13147,1984,5
133.8807,-23.698,130.84178,-12.46283,ALICE SPRINGS,DARWIN,May-84,8919,82,76.1,1305,11639295,15294737,11720,1984,5
133.8807,-23.698,148.0482,-22.0018,ALICE SPRINGS,SYDNEY,May-84,2615,29,74.2,2022,5287530,7126051,3524,1984,5
153.02107,-27.47013,122.2359,-17.9614,BRISBANE,CAIRNS,May-84,2187,34,66.7,1391,3042117,4560895,3279,1984,5
153.02107,-27.47013,149.12899,-35.282,BRISBANE,CANBERRA,May-84,462,8,56.6,956,441672,780339,816,1984,5
153.02107,-27.47013,130.84178,-12.46283,BRISBANE,DARWIN,May-84,681,6,78.8,2852,1942212,2464736,864,1984,5
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MACKAY,May-84,541,12,46.8,797,431177,921318,1156,1984,5
153.02107,-27.47013,149.18681,-21.14434,BRISBANE,MELBOURNE,May-84,30108,345,73.8,1381,41579148,56340309,40797,1984,5
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PERTH,May-84,438,4,76,3615,1583370,2083382,576,1984,5
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,PROSERPINE,May-84,6906,89,68.4,895,6180870,9036360,10096,1984,5
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,ROCKHAMPTON,May-84,21779,288,76.2,518,11281522,14805147,28581,1984,5
153.02107,-27.47013,148.0482,-22.0018,BRISBANE,SYDNEY,May-84,99508,1010,70.3,753,74929524,106585383,141548,1984,5
153.02107,-27.47013,150.92905,-31.09048,BRISBANE,TOWNSVILLE,May-84,34236,411,80.1,1112,38070432,47528629,42742,1984,5
122.2359,-17.9614,148.0482,-22.0018,BROOME,PERTH,May-84,455,9,74.6,1677,763035,1022835,610,1984,5
122.2359,-17.9614,148.0482,-22.0018,CAIRNS,SYDNEY,May-84,231,3,75.5,1971,455301,603048,306,1984,5
149.12899,-35.282,149.18681,-21.14434,CANBERRA,MELBOURNE,May-84,33300,406,65.1,470,15651000,24041475,51152,1984,5
149.12899,-35.282,148.0482,-22.0018,CANBERRA,SYDNEY,May-84,47779,648,66.3,236,11275844,17007306,72065,1984,5
153.11414,-30.29628,148.0482,-22.0018,COFFS HARBOUR,SYDNEY,May-84,5764,145,76.4,443,2553452,3342215,7545,1984,5
146.34639,-41.18056,149.18681,-21.14434,DEVONPORT,MELBOURNE,May-84,6471,272,51.3,412,2666052,5196982,12614,1984,5
148.60111,-32.25694,148.0482,-22.0018,DUBBO,SYDNEY,May-84,5621,141,74.2,310,1742510,2348396,7575,1984,5
153.39999,-28.01667,148.0482,-22.0018,GOLD COAST,SYDNEY,May-84,32358,436,66.8,680,22003440,32939281,48440,1984,5
147.32499,-42.88055,149.18681,-21.14434,HOBART,MELBOURNE,May-84,24970,385,69.1,618,15431460,22332069,36136,1984,5
121.46584,-30.74889,148.0482,-22.0018,KALGOORLIE,PERTH,May-84,6084,245,59.5,538,3273192,5501163,10225,1984,5
